"NCIt_code","synonyms_lower"
"C103273","1,2-ethanediamine, n1-(3,5-dimethoxyphenyl)-n2-(1-methylethyl)-n1-(3-(1-methyl-1h-pyrazol-4-yl)-6-quinoxalinyl)-"
"C103273","balversa"
"C103273","jnj-42756493"
"C103274","brontictuzumab"
"C103274","immunoglobulin g2-lambda, anti-(homo sapiens notch1 (notch 1, translocation-associated notch-1, tan-1,tan1)), humanized monoclonal antibody"
"C103274","omp-52m51"
"C103275","lactobacillus acidophilus/streptococcus thermophilus/bifidobacterium lactis/l. rhamnosus/b. longum/b. bifidum-based probiotic supplement"
"C103277","acalisib"
"C103277","6-fluoro-3-phenyl-2-((1s)-1-(7h-purin-6-ylamino)ethyl)quinazolin-4(3h)-one"
"C103277","cal-120"
"C103277","gs-9820"
"C103278","fluorine f 18 d-fmau"
"C103278","1-(2'-deoxy-2'-[18f]fluoro-beta-d-arabinofuranosyl)thymine"
"C103278","18f-fmau"
"C103278","2'-deoxy-2'-[18f]fluoro-5-methyl-1-beta-d-arabinofuranosyluracil"
"C103278","5-methyl-2'-fluoroarauracil f-18"
"C103279","peg-3350/sodium sulfate/sodium chloride/potassium chloride/sodium ascorbate/ascorbic acid-based laxative"
"C103279","moviprep"
"C103279","peg-asc"
"C103297","nucleolin antagonist ipp-204106n"
"C103297","ipp-204106"
"C103297","n6l"
"C103298","birabresib"
"C103298","6h-thieno(3,2-f)(1,2,4)triazolo(4,3-a)(1,4)diazepine-6-acetamide, 4-(4-chlorophenyl)-n-(4-hydroxyphenyl)-2,3,9-trimethyl-, (6s)-"
"C103298","brd 2/3/4 inhibitor otx015"
"C103298","mk-8628"
"C103298","otx015"
"C103299","peg-based laxative ner1006"
"C103299","ner1006"
"C1032","cactinomycin"
"C1032","actinomycin c"
"C103300","ginsenoside rg3 capsule"
"C103300","shen yi capsule"
"C1033","caffeine citrate"
"C1033","caffeina citrata"
"C1033","citrated caffeine"
"C1034","heparin calcium"
"C1034","calciparine"
"C1037","caracemide"
"C1037","acetamide, n-[(methylamino)carbonyl]-n-[[(methylamino)carbonyl]oxy]-(9ci)"
"C1037","acetamide, n-[(methylamino)carbonyl]-n-[[(methylamino)carbonyl]oxy]- (9ci)"
"C1037","n-acetyl-n-(methylcarbamoyloxy)-n'-methylurea"
"C103819","carbon c 11 erlotinib hydrochloride"
"C103819","c11-erlotinib hydrochloride"
"C103820","lirilumab"
"C103820","bms-986015"
"C103820","iph2102"
"C103821","amnion-derived cellular cytokine solution"
"C103821","acss"
"C103822","injectable astragalus membranaceus polysaccharide"
"C103822","injectable aps"
"C103822","injectable pg2"
"C103823","xbp1-us/xbp1-sp/cd138/cs1 multipeptide vaccine pvx-410"
"C103823","pvx-410"
"C103824","oxycodone hydrochloride/naloxone hydrochloride prolonged-release tablet"
"C103824","targin"
"C103824","targinact"
"C103825","smac mimetic gdc-0917"
"C103825","cudc 427"
"C103825","cudc-427"
"C103825","cudc427"
"C103825","gdc-0917"
"C103825","iap antagonist gdc-0917"
"C103825","l-prolinamide, n-methyl-l-alanyl-(2s)-2-cyclohexylglycyl-n-(2-(2-oxazolyl)-4-phenyl-5-thiazolyl)-"
"C103825","rg 7459"
"C103825","rg-7459"
"C103825","rg7459"
"C103825","smac/diablo mimetic gdc-0917"
"C103826","taladegib"
"C103826","4-fluoro-n-methyl-n-(1-(4-(1-methyl-1h-pyrazol-5-yl)phthalazin-1-yl)piperidin-4-yl)-2-(trifluoromethyl)benzamide"
"C103826","benzamide, 4-fluoro-n-methyl-n-(1-(4-(1-methyl-1h-pyrazol-5-yl)-1-phthalazinyl)-4-piperidinyl)-2-(trifluoromethyl)-"
"C103826","ly-2940680"
"C103826","ly2940680"
"C103827","pasotuxizumab"
"C103827","amg-212"
"C103827","bay2010112"
"C103827","mt112"
"C103828","galectin-1 inhibitor otx008"
"C103828","gal-1 inhibitor otx008"
"C103828","km-0118"
"C103828","otx-008"
"C103828","otx008"
"C103829","fap-specific cd8-positive t cells"
"C103830","recombinant human hsp110-gp100 chaperone complex vaccine"
"C103831","fluorine f 18 fmdht"
"C103831","18f fmdht"
"C103831","[7alpha-18f]fluoro-17alpha-methyl-5alpha-dihydrotestosterone"
"C103831","[f-18] fmdht"
"C103856","eflapegrastim"
"C103856","hm10460a"
"C103856","hnk460"
"C103856","laps-gcsf"
"C103856","spi-2012"
"C103856","spi2012"
"C103857","anti-grp78 monoclonal antibody pat-sm6"
"C103857","pat-sm6"
"C103858","internalized-arginylglycylaspartic acid cyclic peptide"
"C103858","cend 1"
"C103858","cend-1"
"C103858","irgd"
"C103858","l-cysteine, l-cysteinyl-l-arginylglycyl-l-.alpha.-aspartyl-l-lysylglycyl-l-prolyl-l-.alpha.-aspartyl-, cyclic (1->9)-disulfide"
"C103858","lsta 1"
"C103858","lsta-1"
"C103858","lsta1"
"C103859","anti-erbb3 monoclonal antibody regn1400"
"C103859","regn 1400"
"C103859","regn-1400"
"C103859","regn1400"
"C103860","anti-hla-dr monoclonal antibody immu-114"
"C103860","anti-hla-dr moab l243"
"C103860","immu-114"
"C103860","hl243gamma4p"
"C103861","pi3k alpha/beta inhibitor bay1082439"
"C103861","bay-1082439"
"C103861","bay1082439"
"C103862","allogeneic irradiated melanoma cell vaccine csf470"
"C103862","csf 470 vaccine"
"C103862","csf470 vaccine"
"C103863","istiratumab"
"C103863","mm-005"
"C103863","mm-141"
"C103864","gallium ga 68-labeled dota di-hsg peptide imp-288"
"C103864","ga-68-imp-288"
"C103865","autologous bone marrow-derived cd34/cxcr4-positive stem cells amr-001"
"C103865","amr-001"
"C103866","high-titer rsv immune globulin ri-001"
"C103866","ri-001"
"C1038","carbogen"
"C103990","human anti-human antibody"
"C103990","haha"
"C103990","human anti-human antibodies"
"C1039","carbovir"
"C1039","(+ -)-carbovir"
"C1039","2',3'-didehydro-2',3'-dideoxyguanosine"
"C104004","topical cocaine hydrochloride"
"C104005","pegfilgrastim biosimilar la-ep2006"
"C104005","la-ep2006"
"C104006","anti-cd20-car-cd3zeta-4-1bb-expressing autologous t-lymphocyte cells"
"C104007","technetium tc 99m-3prgd2"
"C104007","(99m)tc-peg(4)-e[peg(4)-c(rgdfk)](2) ((99m)tc-3prgd2)"
"C104007","99mtc-3prgd2"
"C104008","fimepinostat"
"C104008","cudc-907"
"C104009","mcpyv tag-specific polyclonal autologous cd8-positive t cells"
"C104010","zirconium zr 89-labeled ro5479599"
"C104010","89zr-ro5479599"
"C104010","89zr-labeled ro5479599"
"C104012","luspatercept"
"C104012","(79-l-aspartic acid(l>d))human activin receptor type-2b (actr-iib, ec=2.7.11.30) precursor-(25-131)-peptide (extracellular domain fragment) fusion protein with triglycyl-human immunoglobulin heavy constant gamma 1 fc fragment-(8-232)-peptide dimer (114-114':117-117')-bisdisulfide"
"C104012","ace-536"
"C104012","luspatercept-aamt"
"C104012","reblozyl"
"C104045","erk inhibitor mk-8353"
"C104045","mk-8353"
"C104045","mk-8353-001"
"C104045","sch 900353"
"C104048","itraconazole dispersion in polymer matrix"
"C104048","suba-itraconazole"
"C104055","telapristone acetate"
"C104055","(8s,11r,13s,14s,17r)-11-(4-(dimethylamino)phenyl)-17-(2-methoxyacetyl)-13-methyl-3-oxo-2,3,6,7,8,11,12,13,14,15,16,17-dodecahydro-1h-cyclopenta[a]phenanthren-17-yl acetate"
"C104055","cdb-4124"
"C104055","proellex"
"C104055","progenta"
"C104057","telapristone"
"C104057","11beta-(4-(dimethylamino)phenyl)-17-hydroxy-21-methoxy-19- norpregna-4,9-diene-3,20-dione"
"C104058","lumretuzumab"
"C104058","ro5479599"
"C104098","apelin"
"C104098","agtrl1 ligand"
"C104098","apj endogenous ligand"
"C104098","apln"
"C1040","carzinophilin"
"C1040","carzinophilin a"
"C1040","cardinophillin"
"C1040","cardinophyllin"
"C1040","carzinophyllin"
"C104145","c-x-c motif chemokine 16"
"C104145","cxc chemokine ligand 16"
"C104145","cxcl16"
"C104145","scavenger receptor for phosphatidylserine and oxidized low density lipoprotein"
"C104153","polatuzumab vedotin"
"C104153","adc dcds4501a"
"C104153","antibody-drug conjugate dcds4501a"
"C104153","dcds4501a"
"C104153","fcu 2711"
"C104153","polivy"
"C104153","rg7596"
"C104153","ro 5541077-000"
"C104153","polatuzumab vedotin-piiq"
"C104167","pinatuzumab vedotin"
"C104167","adc dcdt2980s"
"C104167","antibody-drug conjugate dcdt2980s"
"C104167","dcdt2980s"
"C1041","cefepime hydrochloride"
"C1041","maxipime"
"C1041","pyrrolidinium, 1-((7-(((2-amino-4-thiazolyl)(methoxyimino)acetyl)amino)-2-carboxy-8-oxo-5-thia-1-azabicyclo(4.2.0)oct-2-en-3-yl)methyl)-1-methyl-, hydroxide, inner salt, (6r-(6alpha,7beta(z)))-"
"C104201","ganglioside gq"
"C104201","a2b5"
"C104201","a2b5 antigen"
"C104201","gq ganglioside"
"C104202","oligodendrocyte marker o4"
"C104202","o4"
"C104260","imalumab"
"C104260","bax-69"
"C104260","bax069"
"C104260","bax69"
"C104260","immunoglobulin g1-kappa, anti-(homo sapiens mif (macrophage migration inhibitory factor, glycosylation-inhibiting factor, glif, gif)), homo sapiens monoclonal antibody"
"C104266","ak 3012"
"C104267","derazantinib"
"C104267","arq 087"
"C104267","arq-087"
"C104269","fluorine f 18-labeled s-(3-fluoropropyl)homocysteine hydrochloride"
"C104269","(18f)-d-fphcys"
"C104269","18f-fpm"
"C104269","[(18)f]fphcys"
"C104273","fish oil/glycerol/egg lecithin-based emulsion"
"C104273","fish oil triglycerides"
"C104273","omegaven"
"C104275","licartin"
"C104275","(131)i-labeled hab18 f(ab')(2)"
"C104275","iodine i 131 metuximab"
"C104275","iodine[131i] metuximab"
"C104275","[131i] mab hab18g/cd147"
"C104280","p53/hdm2 interaction inhibitor cgm097"
"C104280","cgm-097"
"C104280","cgm097"
"C104280","hdm2/p53 inhibitor cgm097"
"C104291","anti-tissue factor monoclonal antibody morab-066"
"C104291","anti-tf monoclonal antibody morab-066"
"C104291","morab-066"
"C104292","panulisib"
"C104292","ak15176"
"C104292","p7170"
"C104292","pi3k/mtor/alk-1/dna-pk inhibitor p7170"
"C1042","cetirizine"
"C104399","follitropin subunit beta"
"C104399","fsh-beta"
"C104399","follicle stimulating hormone beta subunit"
"C104399","follicle stimulating hormone, beta polypeptide"
"C104399","follitropin beta chain"
"C1043","cgp-6809"
"C1043","edmn"
"C1043","ethyl-6-deoxy-3,5-di-o-methyl-6-(3-methyl-3-nitrosoureido)-alpha-d-glucofuranoside"
"C104412","roneparstat"
"C104412","100na,ro-h"
"C104412","sst0001"
"C104413","umbralisib"
"C104413","2-((1s)-1-(4-amino-3-(3-fluoro-4-(1-methylethoxy)phenyl)-1h-pyrazolo(3,4-d)pyrimidin-1-yl)ethyl)-6-fluoro-3-(3-fluorophenyl)-4h-1-benzopyran-4-one"
"C104413","rp-5264"
"C104413","rp5264"
"C104413","tgr-1202"
"C104414","geranylgeranyltransferase i inhibitor"
"C104414","ggti-i"
"C104414","ggtase-i inhibitor"
"C104415","gene-modified hiv-protected hematopoietic stem cells"
"C104419","autologous gm-csf-secreting lethally irradiated leukemia cell vaccine"
"C104419","autologous gvax leukemia vaccine"
"C104429","appetite-regulating hormone"
"C104429","ghrelin"
"C104429","ghrelin, growth hormone secretagogue receptor ligand"
"C104429","growth hormone secretagogue"
"C104429","growth hormone-releasing peptide"
"C104429","motilin-related peptide"
"C104429","obestatin"
"C104429","protein m46"
"C104432","gastric inhibitory polypeptide"
"C104432","gip"
"C104432","glucose-dependent insulinotropic polypeptide"
"C1044","fadrozole hydrochloride"
"C1044","4-(5,6,7,8-tetrahydroimidazo(1,5-a)pyridin-5-yl)benzonitrile hydrochloride"
"C1044","4-(5,6,7,8-tetrahydroimidazo[1,5-a]pyridin-5-yl)benzonitrile monohydrochloride"
"C1044","afema"
"C1044","arensin"
"C1044","cgs-16949a"
"C1046","chaparrinone"
"C1046","picras-3-ene-2,16-dione, 11,20-epoxy-1,11,12-trihydroxy-, (1beta,11beta,12alpha)-"
"C104731","technetium tc 99 hydrazinonicotinamide-tricine-linked interleukin-2"
"C104731","99mtc-hynic-il2"
"C104732","savolitinib"
"C104732","azd 6094"
"C104732","azd6094"
"C104732","hmpl-504"
"C104732","volitinib"
"C104734","wt1 235-243 peptide vaccine"
"C104737","wt1 247-261 peptide vaccine"
"C104738","wt1 124-138 peptide vaccine"
"C104743","nadofaragene firadenovec/syn3"
"C104743","recombinant adenovirus-interferon with syn3"
"C104743","recombinant adenovirus-interferon/syn3"
"C104743","rad-ifn/syn3"
"C104744","ulixertinib"
"C104744","1h-pyrrole-2-carboxamide, 4-(5-chloro-2-((1-methylethyl)amino)-4-pyridinyl)-n-((1s)-1-(3-chlorophenyl)-2-hydroxyethyl)-"
"C104744","bvd-523"
"C104744","vrt752271"
"C104745","amcasertib"
"C104745","bbi503"
"C104746","igf-1r inhibitor pl225b"
"C104746","pl225b"
"C104747","uv1 telomerase peptide vaccine"
"C104747","uv1/htert peptide vaccine"
"C104748","darolutamide"
"C104748","antiandrogen odm-201"
"C104748","bay 1841788"
"C104748","bay-1841788"
"C104748","bay1841788"
"C104748","nubeqa"
"C104748","odm 201"
"C104748","odm-201"
"C1047","chlornaphazine"
"C104812","peptide yy"
"C104812","pyy"
"C104812","pyy-i"
"C104812","peptide tyrosine tyrosine"
"C1048","chloroaluminum phthalocyanine"
"C1048","alspc"
"C1048","aluminum sulfonated phthalocyanine"
"C1048","non-sulfonated chloroaluminum phthalocyanine"
"C1048","sulfonated aluminum phthalocyanine"
"C104987","hla class ii histocompatibility antigen, dq alpha 1 chain"
"C104987","dc-1 alpha chain"
"C104987","dc-alpha"
"C104987","hla-dca"
"C104987","mhc class ii dqa1"
"C1049","chlorozotocin"
"C1049","1-(2-chloroethyl)-1-nitroso-3-(d-glucos-2-yl)urea"
"C1049","2-[3-(2-chloroethyl)-3-nitrosoureido]-2-deoxy-d-glucopyranose"
"C1049","2-[[[(2-chloroethyl)nitrosamino]carbonyl]amino]-2-deoxy-d-glucose"
"C1049","chlz"
"C1049","czt"
"C1049","chlorozotocyna"
"C1049","d-glucopyranose, 2-[[[(2-chloroethyl)nitrosoamino]carbonyl]amino]-2-deoxy-"
"C1049","d-glucose, 2-[[[(2-chloroethyl)nitrosoamino]carbonyl]amino]-2-deoxy- (9ci)"
"C1049","d-glucopyranose, 2-[[[(2-chloroethyl)nitrosoamino]carbonyl]amino]-2-deoxy"
"C1049","dcnu"
"C1050","asulacrine isethionate"
"C1050","9-(2-methoxy-4-(methylsulfonylamino)phenylamino)-n,5-dimethyl-4-acridinecarboxamide 2-hydroxyethanesulfonate"
"C1050","ci-921"
"C105150","denintuzumab mafodotin"
"C105150","adc sgn-19a"
"C105150","immunoglobulin g1-kappa auristatin f conjugate, anti-(homosapiens cd19 (b lymphocyte surface antigen b4, leu-12)), humanized monoclonal antibody"
"C105150","sgn-19a"
"C105150","sgn-cd19a"
"C1051","cilostazol"
"C1051","6-[4-(1-cyclohexyl-1h-tetrazol-5-yl)butoxy]-3,4-dihydro-2(1h)-quinolinone"
"C1051","pletal"
"C1052","cl 246738"
"C1052","3,6-bis-(2-piperidinoethoxyl)acridine trihydrochloride"
"C1052","cl 246,738"
"C105392","phenethyl isothiocyanate-containing watercress juice"
"C105392","peitc-containing watercress juice"
"C105395","rivogenlecleucel"
"C105395","bpx-501"
"C105399","monocarboxylate transporter 1 inhibitor azd3965"
"C105399","azd-3965"
"C105399","azd3965"
"C105399","mct1 inhibitor azd3965"
"C1053","zeniplatin"
"C1053","cl 286,558"
"C1053","cis-(2,2-bis(aminomethyl)-1,3-propanediol)(1,1-cyclobutanedicarboxylato)platinum"
"C105401","idroxioleic acid"
"C105401","2-hydroxyoleic acid"
"C105401","2-ohoa"
"C105401","2ohoa"
"C105401","lam 561"
"C105401","lam-561"
"C105401","lam561"
"C105401","minerval"
"C105401","nfx88"
"C105401","sml-0256"
"C105402","entospletinib"
"C105402","6-(1h-indazol-6-yl)-n-(4-(morpholin-4-yl)phenyl)imidazo(1,2-a)pyrazin-8-amine"
"C105402","ento"
"C105402","gs 9973"
"C105402","gs-9973"
"C105402","imidazo(1,2-a)pyrazin-8-amine, 6-(1h-indazol-6-yl)-n-(4-(4-morpholinyl)phenyl)-"
"C105403","lutetium lu 177 dota-tetulomab"
"C105403","177lu-dota-hh1"
"C105403","177lu-dota-tetulomab"
"C105403","177lu-hh1"
"C105403","tetulomab tetraxetan lu-177"
"C1054","clarithromycin"
"C1054","6-o-methylerythromycin"
"C1054","abbott-56268"
"C1054","biaxin"
"C1055","custirsen sodium"
"C1055","(3'-5')d(p-thio)([2'-o-(2-methoxyethyl)]m5rc-[2'-o-(2-methoxyethyl)]ra-[2'-o-(2- methoxyethyl)]rg-[2'-o-(2-methoxyethyl)]m5rc-a-g-c-a-g-a-g-t-c-t-t-c-a-[2'-o-(2- methoxyethyl)]m5ru-[2'-o-(2-methoxyethyl)]m5rc-[2'-o-(2-methoxyethyl)]ra-[2'-o-(2- methoxyethyl)]m5ru), eicosasodium salt"
"C1055","antisense trpm-2"
"C1055","antisense testosterone-repressed prostate message 2"
"C1055","clusterin antisense oligonucleotide"
"C1055","isis 112989"
"C1055","ogx-011"
"C1055","trpm-2 antisense"
"C105611","copper cu 62 ethylglyoxal bis(thiosemicarbazone)"
"C105611","62cu-ets"
"C105611","62cu-ethylglyoxal bis"
"C105611","62cu-ethylglyoxal bis(thiosemicarbazone)"
"C105612","depatuxizumab mafodotin"
"C105612","abt-414"
"C105613","gemcitabine hydrochloride emulsion"
"C105613","d07001-f4"
"C105614","autologous cd19car-cd28-cd3zeta-egfrt-expressing tcm-enriched t cells"
"C105614","autologous cd19r:cd28:lentiviral/egfrt+ t cells"
"C105616","astragalus-based formulation qing shu yi qi tang"
"C105616","qsyqt"
"C105616","qing-shu-yi-qi-tang"
"C105617","magnesium isoglycyrrhizinate"
"C105617","tianqingganmei"
"C105618","therapeutic hepatitis c immune globulin"
"C105618","anti-hcv immunoglobulin"
"C105618","biotest-hcig"
"C105618","civacir"
"C105618","hcig"
"C105618","hepatitis c immune globulin (human)"
"C1056","copovithane"
"C1056","bay i 7433"
"C1056","cpv"
"C1057","cordycepin"
"C1057","3'-deoxyadenosine"
"C1057","3'-da-ce phosphoramidite"
"C1057","3-dadenosine"
"C1057","9-cordyceposidoadenine"
"C1057","cor"
"C1057","cordycepine"
"C1057","kordicepin"
"C105802","liposome-encapsulated mir-34 mimic mrx34"
"C105802","mrx34"
"C105803","andecaliximab"
"C105803","gs-5745"
"C105804","fms/trk tyrosine kinase inhibitor plx7486 tosylate"
"C105804","plx7486-tsoh"
"C105805","anti-cd19 monoclonal antibody di-b4"
"C105805","di-b4"
"C105805","anti-cd19 moab di-b4"
"C105806","autologous sarcoma lysate-pulsed dendritic cell vaccine"
"C105807","autologous sarcoma cell lysate"
"C105809","adgmcaix-transduced autologous dendritic cells"
"C105809","dc-adgmcaix"
"C105809","dcs expressing cmca9 gene"
"C105810","autologous glioma cell lysate"
"C105811","ad-hcmv-tk"
"C105813","ad-hcmv-flt3l"
"C105850","[18f]l-fmac"
"C105850","2'-deoxy-2'-18f-fluoro-5-methyl-beta-l-arabinofuranosylcytosine"
"C105850","l-fmac f-18"
"C105850","l-fluorine f 18-fmac"
"C105851","zotiraciclib citrate"
"C105851","20-oxa-5,7,14,27-tetraazatetracyclo(19.3.1.12,6.18,12)heptacosa-1(25),2,4,6(27),8,10,12(26),16,21,23-decaene, 14-methyl-, 2-hydroxy-1,2,3-propanetricarboxylate (1:1)"
"C105851","sb1317 citrate"
"C105851","tg02 citrate"
"C105853","ralimetinib mesylate"
"C105853","3h-imidazo(4,5-b)pyridin-2-amine, 5-(2-(1,1-dimethylethyl)-4-(4-fluorophenyl)-1h-imidazol-5-yl)-3-(2,2-dimethylpropyl)-, methanesulfonate (1:2)"
"C105853","ly-2228820"
"C105853","ly2228820"
"C105853","ly2228820 dimesylate"
"C105853","ralimetinib dimesylate"
"C1058","cortisone acetate"
"C1058","21-(acetyloxy)-17-hydroxypregn-4-ene-3,11,20-trione"
"C1058","6alpha,9difluoro-11beta,17,21-trihydroxypregna-1,4- diene-3,20-dione 21-acetate 17- butyrate"
"C1058","cortogen"
"C1058","cortone"
"C1058","cortone acetate"
"C105903","ppbp gene product"
"C1059","cyproterone acetate"
"C1059","3'h-cyclopropa(1,2)pregna-1,4,6-triene-3,20-dione, 17-(acetyloxy)-6-chloro-1,2-dihydro-, (1beta,2beta)-"
"C1059","6-chloro-1b,2b-dihydro-17a-hydroxy-3'h-cyclopropa[1,2]pregna-1,4,6-triene-3,20-dione acetate"
"C1059","andro-diane"
"C1059","androcur"
"C1059","chloro-6-hydroxy-17 alpha methylene-1 alpha, 2 alpha pregnadiene-4,6 dione-3, 20 acetate"
"C1059","cypat"
"C1059","cyprone"
"C1059","cyprostat"
"C1059","cyproteronazetat"
"C1059","cyproteroni acetas"
"C1059","diane"
"C1059","dianette"
"C1059","sh 714"
"C1059","sh-714"
"C1060","daidzein"
"C1060","4',7-dihydroxyisoflavone"
"C1060","7-hydroxy-3-(4-hydroxyphenyl)-4h-1-benzopyran-4-one"
"C106116","cusatuzumab"
"C106116","argx-110"
"C106116","anti-cd70 monoclonal antibody argx-110"
"C106117","t1e28z car-expressing autologous cd4-positive t lymphocytes"
"C106117","4ab t1e28z positive t-cells"
"C106118","xentuzumab"
"C106118","bi 836845"
"C106118","immunoglobulin g1, anti-(human insulin-like growth factor i) (human monoclonal ps05388 heavy chain), disulfide with human monoclonal ps05388 light chain, dimer"
"C106119","sofituzumab vedotin"
"C106119","dmuc5754a"
