"source_node","source_node_type","affected_gene","affected_gene_role","pathlength","link_product"
"C102976","treatment","PIK3CB","ONCOGENE",3,0
"C102976","treatment","ARAF","ONCOGENE",3,-1
"C102976","treatment","RAF1","ONCOGENE",3,-1
"C102976","treatment","RALGDS","ONCOGENE",3,-1
"C102976","treatment","PIK3CA","ONCOGENE",3,0
"C102976","treatment","NRAS","ONCOGENE",2,-1
"C102976","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,-1
"C102976","treatment","PIK3CB","ONCOGENE",2,-1
"C102976","treatment","HRAS","ONCOGENE",2,-1
"C102976","treatment","CTNNB1","ONCOGENE",2,1
"C102976","treatment","CTNNB1","ONCOGENE",3,1
"C102976","treatment","CCND2","ONCOGENE",3,1
"C102976","treatment","CCND3","ONCOGENE",3,1
"C102976","treatment","TCF7L2","ONCOGENE",3,1
"C102976","treatment","CCND1","ONCOGENE",3,0
"C102976","treatment","CREBBP","TUMOUR SUPPRESSOR",3,-1
"C102976","treatment","EP300","TUMOUR SUPPRESSOR",3,-1
"C102976","treatment","CDH1","TUMOUR SUPPRESSOR",3,0
"C102976","treatment","PIK3CA","ONCOGENE",2,-1
"C102976","treatment","MAP3K1","TUMOUR SUPPRESSOR",3,0
"C102976","treatment","PAK2","ONCOGENE",3,0
"C102976","treatment","RELA","ONCOGENE",3,0
"C102976","treatment","ARHGAP35","TUMOUR SUPPRESSOR",2,0
"C102976","treatment","RHOA","ONCOGENE",3,0
"C102976","treatment","ARHGAP5","TUMOUR SUPPRESSOR",2,0
"C102976","treatment","RAC1","ONCOGENE",2,0
"C102976","treatment","ABL1","ONCOGENE",1,-1
"C102976","treatment","CBL","ONCOGENE",2,-1
"C102976","treatment","PIM1","TUMOUR SUPPRESSOR",3,1
"C102976","treatment","MYC","ONCOGENE",3,1
"C102976","treatment","BCL2","ONCOGENE",3,1
"C102976","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C102976","treatment","SOCS1","TUMOUR SUPPRESSOR",3,1
"C102976","treatment","STAT6","ONCOGENE",3,0
"C102976","treatment","SOS1","ONCOGENE",3,-1
"C102976","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C102976","treatment","PDGFRA","ONCOGENE",3,0
"C102976","treatment","PDGFRB","ONCOGENE",3,0
"C102976","treatment","FGFR1","ONCOGENE",3,0
"C102976","treatment","KIT","ONCOGENE",3,0
"C102976","treatment","NTRK1","ONCOGENE",3,0
"C102976","treatment","ERBB2","ONCOGENE",3,0
"C102976","treatment","MET","ONCOGENE",3,0
"C102976","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C102976","treatment","FGFR4","ONCOGENE",3,0
"C102976","treatment","EGFR","ONCOGENE",3,0
"C102976","treatment","FGFR2","ONCOGENE",3,0
"C102976","treatment","FGFR3","ONCOGENE",3,0
"C102976","treatment","FLT3","ONCOGENE",3,0
"C102976","treatment","KDR","ONCOGENE",3,0
"C102976","treatment","ERBB3","ONCOGENE",3,0
"C102976","treatment","RB1","TUMOUR SUPPRESSOR",2,0
"C102976","treatment","MYC","ONCOGENE",2,0
"C102976","treatment","CDK4","ONCOGENE",3,0
"C103147","treatment","BCL2","ONCOGENE",1,-1
"C103147","treatment","BCL2","ONCOGENE",3,-1
"C103273","treatment","FGFR1","ONCOGENE",1,-1
"C103273","treatment","AKT1","ONCOGENE",3,0
"C103273","treatment","RAC1","ONCOGENE",3,1
"C103273","treatment","MTOR","ONCOGENE",3,1
"C103273","treatment","VAV1","ONCOGENE",3,0
"C103273","treatment","PRKCB","ONCOGENE",3,0
"C103273","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C103273","treatment","HRAS","ONCOGENE",2,0
"C103273","treatment","ARAF","ONCOGENE",3,0
"C103273","treatment","PIK3CA","ONCOGENE",3,0
"C103273","treatment","RAF1","ONCOGENE",3,0
"C103273","treatment","BRAF","ONCOGENE",3,0
"C103273","treatment","RALGDS","ONCOGENE",3,0
"C103273","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,0
"C103273","treatment","PIK3CB","ONCOGENE",3,0
"C103273","treatment","SOS1","ONCOGENE",3,1
"C103273","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C103273","treatment","PDGFRA","ONCOGENE",3,0
"C103273","treatment","PDGFRB","ONCOGENE",3,0
"C103273","treatment","FGFR1","ONCOGENE",3,0
"C103273","treatment","KIT","ONCOGENE",3,0
"C103273","treatment","NTRK1","ONCOGENE",3,0
"C103273","treatment","ERBB2","ONCOGENE",3,0
"C103273","treatment","MET","ONCOGENE",3,0
"C103273","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C103273","treatment","FGFR4","ONCOGENE",3,0
"C103273","treatment","EGFR","ONCOGENE",3,0
"C103273","treatment","FGFR2","ONCOGENE",3,0
"C103273","treatment","FGFR3","ONCOGENE",3,0
"C103273","treatment","FLT3","ONCOGENE",3,0
"C103273","treatment","KDR","ONCOGENE",3,0
"C103273","treatment","ERBB3","ONCOGENE",3,0
"C103273","treatment","PIK3CB","ONCOGENE",2,1
"C103273","treatment","KRAS","ONCOGENE",2,0
"C103273","treatment","PIK3CA","ONCOGENE",2,1
"C103273","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,1
"C103273","treatment","PLCG1","ONCOGENE",2,1
"C103273","treatment","NRAS","ONCOGENE",2,0
"C103273","treatment","FGFR3","ONCOGENE",1,-1
"C103273","treatment","FGFR4","ONCOGENE",1,-1
"C103273","treatment","FGFR2","ONCOGENE",1,-1
"C103273","treatment","PTPN11","ONCOGENE",3,-1
"C103274","treatment","MYC","ONCOGENE",3,-1
"C103274","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,-1
"C103274","treatment","CCND1","ONCOGENE",3,-1
"C103274","treatment","ERBB2","ONCOGENE",3,-1
"C103274","treatment","ERBB2","ONCOGENE",2,-1
"C103274","treatment","PIK3CA","ONCOGENE",3,0
"C103274","treatment","PIK3CB","ONCOGENE",3,0
"C103274","treatment","PLCG1","ONCOGENE",3,1
"C103274","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,0
"C103274","treatment","MAP2K1","ONCOGENE",3,-1
"C103274","treatment","JAK3","ONCOGENE",3,-1
"C103274","treatment","CTNNB1","ONCOGENE",3,1
"C103274","treatment","MAPK1","ONCOGENE",3,0
"C103277","treatment","MAP3K1","TUMOUR SUPPRESSOR",3,-1
"C103277","treatment","PAK2","ONCOGENE",3,-1
"C103277","treatment","RELA","ONCOGENE",3,0
"C103277","treatment","AKT1","ONCOGENE",2,0
"C103277","treatment","MDM2","ONCOGENE",3,0
"C103277","treatment","MTOR","ONCOGENE",3,0
"C103277","treatment","RAF1","ONCOGENE",3,0
"C103277","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,0
"C103277","treatment","TP53","TUMOUR SUPPRESSOR",3,0
"C103277","treatment","TSC1","TUMOUR SUPPRESSOR",3,0
"C103277","treatment","MAP2K4","TUMOUR SUPPRESSOR",3,0
"C103277","treatment","FOXO1","ONCOGENE",3,0
"C103277","treatment","TSC2","TUMOUR SUPPRESSOR",3,0
"C103277","treatment","CDKN1B","TUMOUR SUPPRESSOR",3,0
"C103277","treatment","MTOR","ONCOGENE",2,-1
"C103277","treatment","RHOA","ONCOGENE",3,-1
"C103277","treatment","PRKCB","ONCOGENE",3,-1
"C103277","treatment","CLIP1","TUMOUR SUPPRESSOR",3,-1
"C103277","treatment","AKT1","ONCOGENE",3,0
"C103277","treatment","PIK3CA","ONCOGENE",3,1
"C103277","treatment","PIK3CB","ONCOGENE",3,1
"C103277","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C103277","treatment","RAC1","ONCOGENE",2,-1
"C103277","treatment","RAC1","ONCOGENE",3,0
"C103277","treatment","VAV1","ONCOGENE",2,0
"C1033","treatment","GNAS","ONCOGENE",2,1
"C103826","treatment","SMO","ONCOGENE",1,-1
"C103826","treatment","CREBBP","TUMOUR SUPPRESSOR",3,1
"C103826","treatment","EP300","TUMOUR SUPPRESSOR",3,1
"C103826","treatment","GRIN2A","ONCOGENE",3,1
"C103826","treatment","NFKBIA","TUMOUR SUPPRESSOR",3,1
"C103826","treatment","RELA","ONCOGENE",3,1
"C103826","treatment","SOX9","TUMOUR SUPPRESSOR",3,1
"C103826","treatment","GLI1","ONCOGENE",3,0
"C103826","treatment","RAF1","ONCOGENE",3,-1
"C103826","treatment","RHOA","ONCOGENE",3,-1
"C103826","treatment","CTNNB1","ONCOGENE",3,0
"C103856","treatment","CSF3R","ONCOGENE",1,1
"C103856","treatment","CCND2","ONCOGENE",3,1
"C103856","treatment","PIM1","TUMOUR SUPPRESSOR",3,1
"C103856","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C103856","treatment","MYC","ONCOGENE",3,1
"C103856","treatment","CCND3","ONCOGENE",3,1
"C103856","treatment","CCND1","ONCOGENE",3,1
"C103856","treatment","BCL2","ONCOGENE",3,1
"C103856","treatment","SOCS1","TUMOUR SUPPRESSOR",3,1
"C103856","treatment","STAT6","ONCOGENE",3,0
"C103861","treatment","PIK3CB","ONCOGENE",1,-1
"C103861","treatment","AKT1","ONCOGENE",3,0
"C103861","treatment","PIK3CA","ONCOGENE",3,1
"C103861","treatment","PIK3CB","ONCOGENE",3,1
"C103861","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C103861","treatment","PAK2","ONCOGENE",3,1
"C103861","treatment","MAP3K1","TUMOUR SUPPRESSOR",3,1
"C103861","treatment","RELA","ONCOGENE",3,0
"C103861","treatment","AKT1","ONCOGENE",2,0
"C103861","treatment","MDM2","ONCOGENE",3,0
"C103861","treatment","MTOR","ONCOGENE",3,0
"C103861","treatment","RAF1","ONCOGENE",3,0
"C103861","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,0
"C103861","treatment","TP53","TUMOUR SUPPRESSOR",3,0
"C103861","treatment","TSC1","TUMOUR SUPPRESSOR",3,0
"C103861","treatment","MAP2K4","TUMOUR SUPPRESSOR",3,0
"C103861","treatment","FOXO1","ONCOGENE",3,0
"C103861","treatment","TSC2","TUMOUR SUPPRESSOR",3,0
"C103861","treatment","CDKN1B","TUMOUR SUPPRESSOR",3,0
"C103861","treatment","RAC1","ONCOGENE",2,1
"C103861","treatment","MTOR","ONCOGENE",2,1
"C103861","treatment","RHOA","ONCOGENE",3,1
"C103861","treatment","PRKCB","ONCOGENE",3,1
"C103861","treatment","CLIP1","TUMOUR SUPPRESSOR",3,1
"C103861","treatment","RAC1","ONCOGENE",3,0
"C103861","treatment","VAV1","ONCOGENE",2,0
"C103861","treatment","PIK3CA","ONCOGENE",1,-1
"C103863","treatment","ERBB3","ONCOGENE",1,-1
"C103863","treatment","PRKCB","ONCOGENE",3,0
"C103863","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C103863","treatment","PLCG1","ONCOGENE",2,1
"C103863","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C103863","treatment","PIK3CB","ONCOGENE",3,1
"C103863","treatment","PIK3CA","ONCOGENE",3,1
"C103863","treatment","SOS1","ONCOGENE",3,1
"C103863","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C103863","treatment","PDGFRA","ONCOGENE",3,0
"C103863","treatment","PDGFRB","ONCOGENE",3,0
"C103863","treatment","FGFR1","ONCOGENE",3,0
"C103863","treatment","KIT","ONCOGENE",3,0
"C103863","treatment","NTRK1","ONCOGENE",3,0
"C103863","treatment","ERBB2","ONCOGENE",3,0
"C103863","treatment","MET","ONCOGENE",3,0
"C103863","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C103863","treatment","FGFR4","ONCOGENE",3,0
"C103863","treatment","EGFR","ONCOGENE",3,0
"C103863","treatment","FGFR2","ONCOGENE",3,0
"C103863","treatment","FGFR3","ONCOGENE",3,0
"C103863","treatment","FLT3","ONCOGENE",3,0
"C103863","treatment","KDR","ONCOGENE",3,0
"C103863","treatment","ERBB3","ONCOGENE",3,0
"C103863","treatment","PIK3CA","ONCOGENE",2,-1
"C103863","treatment","MTOR","ONCOGENE",3,1
"C103863","treatment","RAC1","ONCOGENE",3,1
"C103863","treatment","AKT1","ONCOGENE",3,0
"C103863","treatment","VAV1","ONCOGENE",3,0
"C103863","treatment","PIK3CB","ONCOGENE",2,-1
"C103863","treatment","KRAS","ONCOGENE",2,-1
"C103863","treatment","BRAF","ONCOGENE",3,-1
"C103863","treatment","ARAF","ONCOGENE",3,-1
"C103863","treatment","RAF1","ONCOGENE",3,-1
"C103863","treatment","RALGDS","ONCOGENE",3,-1
"C103863","treatment","MAPK1","ONCOGENE",3,0
"C103863","treatment","HRAS","ONCOGENE",2,-1
"C103863","treatment","NRAS","ONCOGENE",2,-1
"C103863","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,-1
"C103863","treatment","MAP2K1","ONCOGENE",2,-1
"C103863","treatment","CTNNB1","ONCOGENE",2,1
"C103863","treatment","CTNNB1","ONCOGENE",3,1
"C103863","treatment","CCND2","ONCOGENE",3,1
"C103863","treatment","CCND3","ONCOGENE",3,1
"C103863","treatment","TCF7L2","ONCOGENE",3,1
"C103863","treatment","CCND1","ONCOGENE",3,1
"C103863","treatment","CREBBP","TUMOUR SUPPRESSOR",3,-1
"C103863","treatment","EP300","TUMOUR SUPPRESSOR",3,-1
"C103863","treatment","CDH1","TUMOUR SUPPRESSOR",3,0
"C104008","treatment","PIK3CB","ONCOGENE",1,-1
"C104008","treatment","AKT1","ONCOGENE",3,0
"C104008","treatment","PIK3CA","ONCOGENE",3,1
"C104008","treatment","PIK3CB","ONCOGENE",3,1
"C104008","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C104008","treatment","PAK2","ONCOGENE",3,-1
"C104008","treatment","MAP3K1","TUMOUR SUPPRESSOR",3,-1
"C104008","treatment","RELA","ONCOGENE",3,0
"C104008","treatment","AKT1","ONCOGENE",2,0
"C104008","treatment","MDM2","ONCOGENE",3,0
"C104008","treatment","MTOR","ONCOGENE",3,0
"C104008","treatment","RAF1","ONCOGENE",3,0
"C104008","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,0
"C104008","treatment","TP53","TUMOUR SUPPRESSOR",3,0
"C104008","treatment","TSC1","TUMOUR SUPPRESSOR",3,0
"C104008","treatment","MAP2K4","TUMOUR SUPPRESSOR",3,0
"C104008","treatment","FOXO1","ONCOGENE",3,0
"C104008","treatment","TSC2","TUMOUR SUPPRESSOR",3,0
"C104008","treatment","CDKN1B","TUMOUR SUPPRESSOR",3,0
"C104008","treatment","RAC1","ONCOGENE",2,-1
"C104008","treatment","MTOR","ONCOGENE",2,-1
"C104008","treatment","RHOA","ONCOGENE",3,-1
"C104008","treatment","PRKCB","ONCOGENE",3,-1
"C104008","treatment","CLIP1","TUMOUR SUPPRESSOR",3,-1
"C104008","treatment","RAC1","ONCOGENE",3,0
"C104008","treatment","VAV1","ONCOGENE",2,0
"C104008","treatment","RB1","TUMOUR SUPPRESSOR",2,0
"C104008","treatment","PIK3CA","ONCOGENE",1,-1
"C104012","treatment","SMAD2","TUMOUR SUPPRESSOR",2,-1
"C104012","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C104012","treatment","MYC","ONCOGENE",3,1
"C104012","treatment","SMAD4","TUMOUR SUPPRESSOR",3,0
"C104012","treatment","SMAD3","TUMOUR SUPPRESSOR",2,-1
"C104012","treatment","SMAD3","TUMOUR SUPPRESSOR",3,0
"C104012","treatment","SMAD2","TUMOUR SUPPRESSOR",3,0
"C104012","treatment","DAXX","TUMOUR SUPPRESSOR",3,1
"C104012","treatment","TGFBR2","TUMOUR SUPPRESSOR",3,0
"C104012","treatment","TGFBR2","TUMOUR SUPPRESSOR",2,-1
"C104012","treatment","PPP2R1A","ONCOGENE",3,-1
"C104012","treatment","RHOA","ONCOGENE",3,-1
"C104045","treatment","MAPK1","ONCOGENE",1,-1
"C104045","treatment","TSC1","TUMOUR SUPPRESSOR",3,0
"C104045","treatment","TSC2","TUMOUR SUPPRESSOR",3,0
"C104045","treatment","CDK4","ONCOGENE",3,0
"C104045","treatment","CCND1","ONCOGENE",3,0
"C104045","treatment","BIRC3","ONCOGENE",3,0
"C104045","treatment","CCND3","ONCOGENE",3,0
"C104045","treatment","CCND2","ONCOGENE",3,0
"C104045","treatment","BCL2","ONCOGENE",3,1
"C104045","treatment","CREBBP","TUMOUR SUPPRESSOR",3,1
"C104045","treatment","EP300","TUMOUR SUPPRESSOR",3,1
"C104045","treatment","FAS","TUMOUR SUPPRESSOR",3,0
"C104045","treatment","MYC","ONCOGENE",3,0
"C104045","treatment","TP53","TUMOUR SUPPRESSOR",3,0
"C104045","treatment","CDK4","ONCOGENE",2,1
"C104045","treatment","RB1","TUMOUR SUPPRESSOR",3,1
"C104045","treatment","RARA","ONCOGENE",3,1
"C104045","treatment","CCND1","ONCOGENE",2,1
"C104045","treatment","ESR1","ONCOGENE",2,1
"C104045","treatment","MYC","ONCOGENE",2,0
"C104045","treatment","RPS6KA3","TUMOUR SUPPRESSOR",2,0
"C104045","treatment","BCL2","ONCOGENE",2,0
"C104045","treatment","TSC2","TUMOUR SUPPRESSOR",2,1
"C104045","treatment","SMAD3","TUMOUR SUPPRESSOR",2,1
"C104045","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,1
"C104045","treatment","SMAD4","TUMOUR SUPPRESSOR",3,0
"C104045","treatment","SMAD2","TUMOUR SUPPRESSOR",2,1
"C104045","treatment","ID3","TUMOUR SUPPRESSOR",3,1
"C104045","treatment","TSC1","TUMOUR SUPPRESSOR",2,1
"C104045","treatment","RRAGC","ONCOGENE",3,0
"C104045","treatment","MAP2K1","ONCOGENE",3,0
"C104045","treatment","AR","ONCOGENE",2,0
"C104045","treatment","AR","ONCOGENE",3,0
"C104058","treatment","ERBB3","ONCOGENE",1,-1
"C104058","treatment","PRKCB","ONCOGENE",3,0
"C104058","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C104058","treatment","PLCG1","ONCOGENE",2,-1
"C104058","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,-1
"C104058","treatment","PIK3CB","ONCOGENE",3,-1
"C104058","treatment","PIK3CA","ONCOGENE",3,-1
"C104058","treatment","SOS1","ONCOGENE",3,-1
"C104058","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C104058","treatment","PDGFRA","ONCOGENE",3,0
"C104058","treatment","PDGFRB","ONCOGENE",3,0
"C104058","treatment","FGFR1","ONCOGENE",3,0
"C104058","treatment","KIT","ONCOGENE",3,0
"C104058","treatment","NTRK1","ONCOGENE",3,0
"C104058","treatment","ERBB2","ONCOGENE",3,0
"C104058","treatment","MET","ONCOGENE",3,0
"C104058","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C104058","treatment","FGFR4","ONCOGENE",3,0
"C104058","treatment","EGFR","ONCOGENE",3,0
"C104058","treatment","FGFR2","ONCOGENE",3,0
"C104058","treatment","FGFR3","ONCOGENE",3,0
"C104058","treatment","FLT3","ONCOGENE",3,0
"C104058","treatment","KDR","ONCOGENE",3,0
"C104058","treatment","ERBB3","ONCOGENE",3,0
"C1042","treatment","PLCB4","ONCOGENE",3,1
"C1042","treatment","GNAQ","ONCOGENE",2,-1
"C1042","treatment","GNA11","ONCOGENE",2,-1
"C104267","treatment","FGFR2","ONCOGENE",1,-1
"C104267","treatment","PLCG1","ONCOGENE",2,1
"C104267","treatment","PPP3CA","TUMOUR SUPPRESSOR",3,1
"C104267","treatment","PRKCB","ONCOGENE",3,0
"C104267","treatment","AKT1","ONCOGENE",3,0
"C104267","treatment","MTOR","ONCOGENE",3,1
"C104267","treatment","RAC1","ONCOGENE",3,1
"C104267","treatment","VAV1","ONCOGENE",3,0
"C104267","treatment","PTPN11","ONCOGENE",3,-1
"C104267","treatment","PIK3CA","ONCOGENE",3,0
"C104267","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,0
"C104267","treatment","PIK3CB","ONCOGENE",3,0
"C104267","treatment","PIK3CB","ONCOGENE",2,1
"C104267","treatment","PIK3R1","TUMOUR SUPPRESSOR",2,1
"C104267","treatment","SOS1","ONCOGENE",3,1
"C104267","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C104267","treatment","PDGFRA","ONCOGENE",3,0
"C104267","treatment","PDGFRB","ONCOGENE",3,0
"C104267","treatment","FGFR1","ONCOGENE",3,0
"C104267","treatment","KIT","ONCOGENE",3,0
"C104267","treatment","NTRK1","ONCOGENE",3,0
"C104267","treatment","ERBB2","ONCOGENE",3,0
"C104267","treatment","MET","ONCOGENE",3,0
"C104267","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C104267","treatment","FGFR4","ONCOGENE",3,0
"C104267","treatment","EGFR","ONCOGENE",3,0
"C104267","treatment","FGFR2","ONCOGENE",3,0
"C104267","treatment","FGFR3","ONCOGENE",3,0
"C104267","treatment","FLT3","ONCOGENE",3,0
"C104267","treatment","KDR","ONCOGENE",3,0
"C104267","treatment","ERBB3","ONCOGENE",3,0
"C104267","treatment","PIK3CA","ONCOGENE",2,1
"C104267","treatment","FGFR1","ONCOGENE",1,-1
"C104267","treatment","HRAS","ONCOGENE",2,0
"C104267","treatment","ARAF","ONCOGENE",3,0
"C104267","treatment","RAF1","ONCOGENE",3,0
"C104267","treatment","BRAF","ONCOGENE",3,0
"C104267","treatment","RALGDS","ONCOGENE",3,0
"C104267","treatment","KRAS","ONCOGENE",2,0
"C104267","treatment","NRAS","ONCOGENE",2,0
"C104267","treatment","FGFR3","ONCOGENE",1,-1
"C104267","treatment","FGFR4","ONCOGENE",1,-1
"C104292","treatment","PIK3CA","ONCOGENE",1,-1
"C104292","treatment","MTOR","ONCOGENE",3,0
"C104292","treatment","MDM2","ONCOGENE",3,0
"C104292","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,0
"C104292","treatment","CDKN1B","TUMOUR SUPPRESSOR",3,0
"C104292","treatment","TSC2","TUMOUR SUPPRESSOR",3,0
"C104292","treatment","RAF1","ONCOGENE",3,0
"C104292","treatment","FOXO1","ONCOGENE",3,0
"C104292","treatment","TSC1","TUMOUR SUPPRESSOR",3,0
"C104292","treatment","MAP2K4","TUMOUR SUPPRESSOR",3,0
"C104292","treatment","TP53","TUMOUR SUPPRESSOR",3,0
"C104292","treatment","RELA","ONCOGENE",3,0
"C104292","treatment","MTOR","ONCOGENE",2,1
"C104292","treatment","RHOA","ONCOGENE",3,1
"C104292","treatment","PRKCB","ONCOGENE",3,1
"C104292","treatment","CLIP1","TUMOUR SUPPRESSOR",3,1
"C104292","treatment","PAK2","ONCOGENE",3,1
"C104292","treatment","MAP3K1","TUMOUR SUPPRESSOR",3,1
"C104292","treatment","AKT1","ONCOGENE",3,0
"C104292","treatment","RAC1","ONCOGENE",2,1
"C104292","treatment","PIK3CA","ONCOGENE",3,1
"C104292","treatment","PIK3CB","ONCOGENE",3,1
"C104292","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,1
"C104292","treatment","AKT1","ONCOGENE",2,0
"C104292","treatment","VAV1","ONCOGENE",2,0
"C104292","treatment","RAC1","ONCOGENE",3,0
"C104292","treatment","MTOR","ONCOGENE",1,-1
"C104292","treatment","RHOA","ONCOGENE",2,-1
"C104292","treatment","PRKCB","ONCOGENE",2,-1
"C104292","treatment","NRAS","ONCOGENE",3,0
"C104292","treatment","BRAF","ONCOGENE",3,-1
"C104292","treatment","ARAF","ONCOGENE",3,-1
"C104292","treatment","HRAS","ONCOGENE",3,0
"C104292","treatment","KRAS","ONCOGENE",3,0
"C104292","treatment","RRAS2","ONCOGENE",3,0
"C104292","treatment","CLIP1","TUMOUR SUPPRESSOR",2,-1
"C104292","treatment","PIK3R1","TUMOUR SUPPRESSOR",1,-1
"C104292","treatment","PIK3CB","ONCOGENE",1,-1
"C104413","treatment","ABL1","ONCOGENE",1,-1
"C104413","treatment","PIK3CB","ONCOGENE",3,-1
"C104413","treatment","PIK3R1","TUMOUR SUPPRESSOR",3,-1
"C104413","treatment","PIK3CA","ONCOGENE",3,-1
"C104413","treatment","CBL","ONCOGENE",2,-1
"C104413","treatment","CCND2","ONCOGENE",3,1
"C104413","treatment","PIM1","TUMOUR SUPPRESSOR",3,1
"C104413","treatment","CCND1","ONCOGENE",3,0
"C104413","treatment","MYC","ONCOGENE",3,1
"C104413","treatment","BCL2","ONCOGENE",3,1
"C104413","treatment","CCND3","ONCOGENE",3,1
"C104413","treatment","CDKN1A","TUMOUR SUPPRESSOR",3,0
"C104413","treatment","SOCS1","TUMOUR SUPPRESSOR",3,1
"C104413","treatment","STAT6","ONCOGENE",3,0
"C104413","treatment","SOS1","ONCOGENE",3,-1
"C104413","treatment","EPHA2","TUMOUR SUPPRESSOR",3,0
"C104413","treatment","PDGFRA","ONCOGENE",3,0
"C104413","treatment","PDGFRB","ONCOGENE",3,0
"C104413","treatment","FGFR1","ONCOGENE",3,0
"C104413","treatment","KIT","ONCOGENE",3,0
"C104413","treatment","NTRK1","ONCOGENE",3,0
"C104413","treatment","ERBB2","ONCOGENE",3,0
"C104413","treatment","MET","ONCOGENE",3,0
"C104413","treatment","ERBB4","TUMOUR SUPPRESSOR",3,0
"C104413","treatment","FGFR4","ONCOGENE",3,0
"C104413","treatment","EGFR","ONCOGENE",3,0
"C104413","treatment","FGFR2","ONCOGENE",3,0
"C104413","treatment","FGFR3","ONCOGENE",3,0
"C104413","treatment","FLT3","ONCOGENE",3,0
"C104413","treatment","KDR","ONCOGENE",3,0
"C104413","treatment","ERBB3","ONCOGENE",3,0
"C104413","treatment","RB1","TUMOUR SUPPRESSOR",2,0
"C104413","treatment","MYC","ONCOGENE",2,0
"C104413","treatment","CDK4","ONCOGENE",3,0
"C104413","treatment","SMO","ONCOGENE",2,1
